X,Y,INCIDENT I,DESCRIPTIO,START_DT,MODIFIED_D,QUADRANT,Longitude,Latitude,location,COUNT_1
-113.991445920131,50.9795801788776,Westbound Glenmore Trail at 30 Street SE,Two vehicle incident.,06/23/2017 05:02:59 PM,06/23/2017 05:05:20 PM,SE,-113.991445920131,50.9795801788776,"(50.9795801788776, -113.991445920131)",1
-114.094710004209,51.040414930642,14 Street at 14 Avenue SW,There is an incident involving a pedestrian.,06/23/2017 06:48:22 PM,06/23/2017 06:50:26 PM,SW,-114.094710004209,51.040414930642,"(51.040414930642, -114.094710004209)",5
-114.008611991531,51.0370350874538,Southbound Deerfoot Trail and 17 Avenue SE,Multi-vehicle incident.,06/23/2017 10:45:15 PM,06/23/2017 10:47:18 PM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",47
-114.019434255636,51.0488598764172,Westbound Memorial Drive and Deerfoot Trail SE,Two vehicle incident.  SB to EB ramp is blocked,06/23/2017 11:07:19 PM,06/23/2017 11:11:57 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",79
-114.123642763708,51.041507216698,26 Street and Bow Trail SW,Two vehicle incident.,06/24/2017 01:31:45 AM,06/24/2017 01:36:32 AM,SW,-114.123642763708,51.041507216698,"(51.041507216698, -114.123642763708)",9
-113.949472077833,50.9104576427538,Southbound 52 Street at Copperfield Gate SE,Two vehicle incident.,06/24/2017 09:59:25 AM,06/24/2017 10:00:12 AM,SE,-113.949472077833,50.9104576427538,"(50.9104576427538, -113.949472077833)",5
-114.101595818037,50.9963892678367,Eastbound Glenmore Trail at 14 Street SW,Two vehicle incident.,06/24/2017 12:17:51 PM,06/24/2017 12:19:35 PM,SW,-114.101595818037,50.9963892678367,"(50.9963892678367, -114.101595818037)",49
-114.062435928716,51.1080737855711,Centre Street at Tache Avenue N,Two vehicle incident.,06/24/2017 12:11:17 PM,06/24/2017 12:19:35 PM,NW,-114.062435928716,51.1080737855711,"(51.1080737855711, -114.062435928716)",1
-113.958502157114,51.0378555434499,Northbound 52 Street at 17 Avenue SE,Two vehicle incident. Blocking the right lane.,06/24/2017 12:15:27 PM,06/24/2017 12:19:35 PM,SE,-113.958502157114,51.0378555434499,"(51.0378555434499, -113.958502157114)",10
-114.152741965734,51.0488270461316,Bow Trail and 45 Street SW,Two vehicle incident.,06/24/2017 12:07:09 PM,06/24/2017 12:19:35 PM,SW,-114.152741965734,51.0488270461316,"(51.0488270461316, -114.152741965734)",3
-114.040520069837,50.9751382384345,Northbound Deerfoot Trail at 11 Street SE,Two vehicle incident. Blocking two left lanes,06/24/2017 12:31:41 PM,06/24/2017 12:48:47 PM,SE,-114.040520069837,50.9751382384345,"(50.9751382384345, -114.040520069837)",1
-114.182694636984,51.0417517507677,Christie Knoll Green and Christie Knoll Heights SW,There is an incident involving a pedestrian.,06/24/2017 12:34:46 PM,06/24/2017 12:48:47 PM,NW,-114.182694636984,51.0417517507677,"(51.0417517507677, -114.182694636984)",1
-114.040583191478,50.976166114873,Northbound Deerfoot Trail between Southland Drive and Glenmore Trail SE,Two vehicle incident. In the right shoulder lane.,06/24/2017 12:31:41 PM,06/24/2017 01:12:09 PM,SE,-114.040583191478,50.976166114873,"(50.976166114873, -114.040583191478)",1
-114.089798410303,50.903680795503,Somerset Crescent at 162 Avenue SW,Two vehicle incident.,06/24/2017 01:28:20 PM,06/24/2017 01:43:42 PM,SW,-114.089798410303,50.903680795503,"(50.903680795503, -114.089798410303)",1
-114.061121382101,51.0378326346352,1 Street at 17 Avenue SE,Traffic signals are flashing red.,06/24/2017 02:20:22 PM,06/24/2017 02:21:11 PM,SE,-114.061121382101,51.0378326346352,"(51.0378326346352, -114.061121382101)",5
-114.039173086226,50.9941566757218,Eastbound Glenmore Trail approaching Deerfoot Trail SE,Two vehicle incident.,06/24/2017 03:58:50 PM,06/24/2017 03:59:18 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",107
-114.039173086226,50.9941566757218,Southbound Deerfoot Trail approaching Glenmore Trail SE,Two vehicle incident.,06/24/2017 04:52:58 PM,06/24/2017 04:54:17 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",107
-114.04252136834,51.1543401471802,Coventry Boulevard at Country Hills Boulevard NE,Two vehicle incident.,06/24/2017 05:23:17 PM,06/24/2017 05:23:44 PM,NE,-114.04252136834,51.1543401471802,"(51.1543401471802, -114.04252136834)",2
-114.196269975721,51.0137869291182,Eastbound Glenmore Trail and 69 Street SW,Multi-vehicle incident.,06/24/2017 06:37:08 PM,06/24/2017 06:40:11 PM,SW,-114.196269975721,51.0137869291182,"(51.0137869291182, -114.196269975721)",15
-114.003921890327,51.0928962668731,Westbound Mcknight Boulevard approaching Barlow Trail NE,Two vehicle incident.,06/24/2017 06:39:48 PM,06/24/2017 06:40:11 PM,NE,-114.003921890327,51.0928962668731,"(51.0928962668731, -114.003921890327)",11
-114.257374268447,51.1428695480381,Crowchild Trail at Twelve Mi Coulee Road NW,Two vehicle incident.,06/24/2017 07:16:01 PM,06/24/2017 07:16:16 PM,NW,-114.257374268447,51.1428695480381,"(51.1428695480381, -114.257374268447)",5
-114.08353327279,51.0489769165391,5 Avenue at 9 Street SW,Incident involving LRT. The road is closed.,06/24/2017 07:44:13 PM,06/24/2017 07:54:56 PM,SW,-114.08353327279,51.0489769165391,"(51.0489769165391, -114.08353327279)",4
-114.152734549261,51.1001944351718,Crowchild Trail at Shaganappi Trail NW,Two vehicle incident.,06/24/2017 08:34:15 PM,06/24/2017 08:35:58 PM,NW,-114.152734549261,51.1001944351718,"(51.1001944351718, -114.152734549261)",18
-113.940931539945,51.0726033117371,Rundlehorn Drive and 22 Avenue NE,Single vehicle incident.,06/24/2017 10:10:53 PM,06/24/2017 10:12:00 PM,NW,-113.940931539945,51.0726033117371,"(51.0726033117371, -113.940931539945)",1
-113.930146448426,51.1252878645699,Saddlebrook Drive and 80 Avenue NE,Two vehicle incident.,06/25/2017 12:04:42 AM,06/25/2017 12:05:52 AM,NE,-113.930146448426,51.1252878645699,"(51.1252878645699, -113.930146448426)",1
-113.956570563768,51.049133273898,52 Street and 5 Avenue SE,Multi-vehicle incident.,06/25/2017 12:46:08 PM,06/25/2017 12:46:45 PM,SE,-113.956570563768,51.049133273898,"(51.049133273898, -113.956570563768)",1
-113.956439737746,51.0532849492493,Memorial Drive and 52 Street NE,Two vehicle incident.,06/25/2017 12:35:27 PM,06/25/2017 12:46:45 PM,NE,-113.956439737746,51.0532849492493,"(51.0532849492493, -113.956439737746)",7
-114.097178551847,51.0742725804953,15 Street at 24 Avenue NW,Two vehicle incident.,06/25/2017 03:32:17 PM,06/25/2017 03:32:34 PM,NW,-114.097178551847,51.0742725804953,"(51.0742725804953, -114.097178551847)",1
-114.081268745252,51.0536934438205,Memorial Drive at 9 Street NW,Two vehicle incident.,06/25/2017 04:15:26 PM,06/25/2017 04:15:50 PM,NW,-114.081268745252,51.0536934438205,"(51.0536934438205, -114.081268745252)",4
-113.993051965025,51.0378739413652,17 Avenue at 28 Street SE,Traffic signals are flashing red.,06/25/2017 05:18:57 PM,06/25/2017 05:20:18 PM,SE,-113.993051965025,51.0378739413652,"(51.0378739413652, -113.993051965025)",5
-113.981492755344,51.0714325576464,Northbound 36 Street at Rundlehorn Drive NE,Multi-vehicle incident. Blocking 2 left lanes.,06/25/2017 05:09:06 PM,06/25/2017 05:20:18 PM,NE,-113.981492755344,51.0714325576464,"(51.0714325576464, -113.981492755344)",5
-114.083916014515,50.9946277261426,Elbow Drive at Glenmore Trail SW,Two vehicle incident.,06/25/2017 05:14:19 PM,06/25/2017 05:20:18 PM,SW,-114.083916014515,50.9946277261426,"(50.9946277261426, -114.083916014515)",26
-114.062529122864,51.0615573063912,Centre Street at 10 Avenue NW,Two vehicle incident.,06/25/2017 07:33:03 PM,06/25/2017 07:34:30 PM,NW,-114.062529122864,51.0615573063912,"(51.0615573063912, -114.062529122864)",4
-114.023205638221,51.1511826847607,Southbound Deerfoot Trail approaching Country Hills Boulevard NE,Single vehicle incident.,06/25/2017 10:48:20 PM,06/25/2017 10:49:32 PM,NE,-114.023205638221,51.1511826847607,"(51.1511826847607, -114.023205638221)",17
-114.046086701947,51.1292516558666,Southbound Deerfoot Trail approaching Beddington Trail NE,Single vehicle incident.,06/25/2017 10:34:06 PM,06/25/2017 10:49:32 PM,NE,-114.046086701947,51.1292516558666,"(51.1292516558666, -114.046086701947)",1
-114.028551292521,51.0673798693422,Southbound Deerfoot Trail south of 8 Avenue NE,Two vehicle incident.,06/26/2017 08:37:08 AM,06/26/2017 08:43:39 AM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",85
-114.060865354694,51.0413575562084,Southbound 1 Street and 12 Avenue SE,Two vehicle incident.  Blocking 2 right lanes,06/26/2017 02:30:47 PM,06/26/2017 02:49:14 PM,SE,-114.060865354694,51.0413575562084,"(51.0413575562084, -114.060865354694)",5
-114.022138518945,51.0364309950075,9 Avenue at 16 Street SE,Two vehicle incident.,06/26/2017 04:16:13 PM,06/26/2017 04:23:10 PM,SE,-114.022138518945,51.0364309950075,"(51.0364309950075, -114.022138518945)",1
-114.072352005719,50.9610075320482,Southbound Macleod Trail and 99 Avenue S,Single vehicle incident. Blocking 2 right lanes SB,06/26/2017 03:35:35 PM,06/26/2017 04:23:10 PM,SE,-114.072352005719,50.9610075320482,"(50.9610075320482, -114.072352005719)",5
-114.038032334448,51.0866364874556,32 Avenue at Deerfoot Trail NE,Traffic signals are flashing red. East intersection. Crews have been dispatched.,06/26/2017 04:36:52 PM,06/26/2017 04:39:39 PM,NE,-114.038032334448,51.0866364874556,"(51.0866364874556, -114.038032334448)",44
-114.167809008179,51.1216653922641,Northbound Sarcee Trail at John Laurie Boulevard NW,Two vehicle incident.,06/26/2017 05:19:43 PM,06/26/2017 05:25:19 PM,NW,-114.167809008179,51.1216653922641,"(51.1216653922641, -114.167809008179)",14
-114.086268805069,51.0971477189177,Eastbound Glenmore Trail east of Macleod Trail SE,Two vehicle incident. In the right merge lane.,06/26/2017 05:02:18 PM,06/26/2017 05:25:19 PM,SE,-114.086268805069,51.0971477189177,"(51.0971477189177, -114.086268805069)",1
-114.167809008179,51.1216653922641,Sarcee Trail at John Laurie Boulevard NW,Traffic signals are flashing red. Crews have been dispatched.,06/26/2017 05:23:58 PM,06/26/2017 05:25:19 PM,NW,-114.167809008179,51.1216653922641,"(51.1216653922641, -114.167809008179)",14
-114.182266862298,51.1409706926059,Country Hills Boulevard and Nose Hill Drive NW,Multi-vehicle incident.,06/26/2017 05:27:36 PM,06/26/2017 05:54:20 PM,NW,-114.182266862298,51.1409706926059,"(51.1409706926059, -114.182266862298)",7
-113.960116781437,50.9989913340042,51 Street at 61 Avenue SE,Two vehicle incident.,06/26/2017 05:56:38 PM,06/26/2017 05:57:41 PM,SE,-113.960116781437,50.9989913340042,"(50.9989913340042, -113.960116781437)",1
-113.94680396167,51.1220538948636,Falconridge Boulevard at Saddletowne Circle NE,Traffic signals are flashing red.,06/26/2017 08:11:52 PM,06/26/2017 08:12:50 PM,NW,-113.94680396167,51.1220538948636,"(51.1220538948636, -113.94680396167)",10
-114.097304463986,51.0828707483674,Northmount Drive at Carol Drive NW,Single vehicle incident.,06/26/2017 08:45:31 PM,06/26/2017 08:46:15 PM,NW,-114.097304463986,51.0828707483674,"(51.0828707483674, -114.097304463986)",1
-114.109221650682,51.1402691883882,14 Street at Macewan Drive NW,Two vehicle incident.,06/26/2017 09:09:52 PM,06/26/2017 09:10:15 PM,NW,-114.109221650682,51.1402691883882,"(51.1402691883882, -114.109221650682)",1
-114.171216190967,51.0573193017313,Patina Drive at Patina Park SW,Two vehicle incident.,06/27/2017 07:42:38 AM,06/27/2017 07:44:38 AM,SW,-114.171216190967,51.0573193017313,"(51.0573193017313, -114.171216190967)",1
-114.039173086226,50.9941566757218,Southbound Deerfoot Trail at Calf Robe Bridge SE,Two vehicle incident.,06/27/2017 08:20:18 AM,06/27/2017 08:24:52 AM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",107
-114.004166718621,51.0087037205964,23 Street at 50 avenue SE,Two vehicle incident.,06/27/2017 09:25:06 AM,06/27/2017 09:26:03 AM,SE,-114.004166718621,51.0087037205964,"(51.0087037205964, -114.004166718621)",2
-114.115033311174,51.0423506150612,Northbound Crowchild Trail at Bow Trail SW,Two vehicle incident.,06/27/2017 09:09:14 AM,06/27/2017 09:26:03 AM,NW,-114.115033311174,51.0423506150612,"(51.0423506150612, -114.115033311174)",17
-114.004166718621,51.0087037205964,Westbound 50 Avenue at 23 Street SE,Two vehicle incident.   Blocking the right lane,06/27/2017 09:25:06 AM,06/27/2017 09:33:14 AM,SE,-114.004166718621,51.0087037205964,"(51.0087037205964, -114.004166718621)",2
-113.928899564551,51.1543479324076,Northbound Stoney Trail at Country Hills Boulevard NE,Single vehicle incident.,06/27/2017 10:21:38 AM,06/27/2017 10:23:34 AM,NE,-113.928899564551,51.1543479324076,"(51.1543479324076, -113.928899564551)",12
-114.189008457778,51.1254699119121,Hawkwood Drive at John Laurie Boulevard NW,Single vehicle incident.,06/27/2017 10:42:27 AM,06/27/2017 10:44:12 AM,NW,-114.189008457778,51.1254699119121,"(51.1254699119121, -114.189008457778)",1
-114.170349642145,51.1518054632903,Southbound Sarcee Trail at Stoney Trail NW,Single vehicle incident.,06/27/2017 11:52:30 AM,06/27/2017 11:55:44 AM,NW,-114.170349642145,51.1518054632903,"(51.1518054632903, -114.170349642145)",10
-114.121071289426,51.0009971347515,Eastbound Glenmore Trail east of Crowchild Trail SW,Two vehicle incident.,06/27/2017 12:29:28 PM,06/27/2017 12:44:22 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",64
-114.065569864458,51.0446804950509,1 Street and 9 Avenue SW,Two vehicle incident.,06/27/2017 02:49:41 PM,06/27/2017 02:51:47 PM,NW,-114.065569864458,51.0446804950509,"(51.0446804950509, -114.065569864458)",6
-114.011583642096,51.088256373987,19 Street and 39 Avenue NE,Two vehicle incident.,06/27/2017 03:32:15 PM,06/27/2017 03:33:00 PM,NE,-114.011583642096,51.088256373987,"(51.088256373987, -114.011583642096)",1
-113.9292702476,50.9796402585989,Eastbound Glenmore Trail at Stoney Trail SE,Multi-vehicle incident.,06/27/2017 04:01:20 PM,06/27/2017 04:21:54 PM,SE,-113.9292702476,50.9796402585989,"(50.9796402585989, -113.9292702476)",19
-114.121071289426,51.0009971347515,Southbound Crowchild Trail approaching Glenmore Trail SW,Multi-vehicle incident.,06/27/2017 04:42:36 PM,06/27/2017 04:51:00 PM,SW,-114.121071289426,51.0009971347515,"(51.0009971347515, -114.121071289426)",64
-113.888660267348,51.0378379245475,Eastbound 17 Avenue approaching 100 Street SE,Multi-vehicle incident.,06/27/2017 04:56:47 PM,06/27/2017 05:20:30 PM,SE,-113.888660267348,51.0378379245475,"(51.0378379245475, -113.888660267348)",4
-114.084886938991,50.9634471245518,Elbow Drive and Southland Drive SW,Two vehicle incident.,06/27/2017 05:45:10 PM,06/27/2017 05:54:40 PM,SW,-114.084886938991,50.9634471245518,"(50.9634471245518, -114.084886938991)",3
-114.001775125733,51.0474927925707,Northbound Barlow Trail and 3 Avenue SE,Two vehicle incident.,06/27/2017 05:49:02 PM,06/27/2017 05:54:40 PM,SE,-114.001775125733,51.0474927925707,"(51.0474927925707, -114.001775125733)",5
-114.071481202994,51.040714892298,4 Street and 13 Avenue SW,There is an incident involving a pedestrian.,06/27/2017 06:05:19 PM,06/27/2017 06:06:13 PM,SW,-114.071481202994,51.040714892298,"(51.040714892298, -114.071481202994)",1
-114.215834288422,51.1420122761782,Royal Oak Drive and Royal Crest Vw NW,There is an incident involving a pedestrian.,06/27/2017 08:08:12 PM,06/27/2017 08:09:36 PM,NW,-114.215834288422,51.1420122761782,"(51.1420122761782, -114.215834288422)",1
-114.065504140431,51.0456028785748,1 Street and 8 Avenue SW,Two vehicle incident.,06/27/2017 07:54:29 PM,06/27/2017 08:09:36 PM,SW,-114.065504140431,51.0456028785748,"(51.0456028785748, -114.065504140431)",1
-113.935234141799,51.0500034030014,68 Street and Abbercove Drive SE,Single vehicle incident.,06/27/2017 08:25:31 PM,06/27/2017 08:41:59 PM,SE,-113.935234141799,51.0500034030014,"(51.0500034030014, -113.935234141799)",1
-114.059898065358,51.089730113509,41 Avenue and 1 Street NE,Two vehicle incident.,06/28/2017 06:51:40 AM,06/28/2017 06:52:27 AM,NE,-114.059898065358,51.089730113509,"(51.089730113509, -114.059898065358)",2
-114.058271683678,51.0431812777801,Northbound Macleod Trail at 10 Avenue SE,Two vehicle incident. blocking the left lane,06/28/2017 07:08:37 AM,06/28/2017 07:21:42 AM,SE,-114.058271683678,51.0431812777801,"(51.0431812777801, -114.058271683678)",5
-114.019434255636,51.0488598764172,Southbound Deerfoot Trail approaching Memorial Drive SE,Two vehicle incident.,06/28/2017 07:35:20 AM,06/28/2017 07:56:00 AM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",79
-114.07357506393,51.0496343755805,Westbound 4 Avenue at 5 Street SW,There is an incident involving a pedestrian.,06/28/2017 12:21:57 PM,06/28/2017 12:23:15 PM,NW,-114.07357506393,51.0496343755805,"(51.0496343755805, -114.07357506393)",4
-114.008611991531,51.0370350874538,Northbound Deerfoot Trail at 17 Avenue SE,Multi-vehicle incident. 1 left lane is closed,06/28/2017 02:55:07 PM,06/28/2017 03:24:40 PM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",47
-114.017405463208,50.9356516441668,Queensland Drive and Queen Anne Close SE,There is an incident involving a pedestrian.,06/28/2017 02:59:40 PM,06/28/2017 03:24:40 PM,SE,-114.017405463208,50.9356516441668,"(50.9356516441668, -114.017405463208)",1
-114.059941842114,50.9795101859338,Heritage Drive and Fairmount Drive SE,Two vehicle incident.,06/28/2017 04:21:04 PM,06/28/2017 04:22:59 PM,NW,-114.059941842114,50.9795101859338,"(50.9795101859338, -114.059941842114)",3
-114.071511958878,51.0435574288027,10 Avenue at 4 Street SW,Two vehicle incident.,06/28/2017 04:01:07 PM,06/28/2017 04:22:59 PM,SW,-114.071511958878,51.0435574288027,"(51.0435574288027, -114.071511958878)",6
-114.15494554609,51.0933886014318,Shaganappi Trail at Varsity Drive NW,Two vehicle incident.,06/28/2017 04:07:04 PM,06/28/2017 04:22:59 PM,NW,-114.15494554609,51.0933886014318,"(51.0933886014318, -114.15494554609)",6
-113.981457843807,51.0595300081327,36 Street at Marlborough Drive NE,The road is closed in both directions due to a police incident.,06/28/2017 03:56:37 PM,06/28/2017 04:22:59 PM,NE,-113.981457843807,51.0595300081327,"(51.0595300081327, -113.981457843807)",3
-114.068869628421,51.166909743298,Harvest Hills Boulevard and Panatella Gate NW,Multi-vehicle incident.,06/28/2017 04:37:26 PM,06/28/2017 04:39:19 PM,NW,-114.068869628421,51.166909743298,"(51.166909743298, -114.068869628421)",1
-114.163792129551,51.0094037411857,Westbound Glenmore Trail at Sarcee Trail SW,Two vehicle incident.,06/28/2017 04:35:36 PM,06/28/2017 04:39:19 PM,NW,-114.163792129551,51.0094037411857,"(51.0094037411857, -114.163792129551)",10
-114.15494554609,51.0933886014318,Northbound Shaganappi Trail at Varsity Drive NW,Two vehicle incident. Moved to the right shoulder.,06/28/2017 04:07:04 PM,06/28/2017 05:07:24 PM,NW,-114.15494554609,51.0933886014318,"(51.0933886014318, -114.15494554609)",6
-114.097579703655,51.0160475300532,15 Street and 42 Avenue SW,There is an incident involving a pedestrian.,06/28/2017 05:04:04 PM,06/28/2017 05:07:24 PM,SW,-114.097579703655,51.0160475300532,"(51.0160475300532, -114.097579703655)",1
-114.034347713609,51.0412544574978,Eastbound 9 Avenue at 12 Street SE,Two vehicle incident.,06/28/2017 05:52:20 PM,06/28/2017 05:53:33 PM,NW,-114.034347713609,51.0412544574978,"(51.0412544574978, -114.034347713609)",3
-114.039173086226,50.9941566757218,Eastbound Glenmore Trail approaching Deerfoot Trail SE,Two vehicle incident. Blocking the right lane.,06/28/2017 05:37:47 PM,06/28/2017 05:53:33 PM,SE,-114.039173086226,50.9941566757218,"(50.9941566757218, -114.039173086226)",107
-114.117945051567,51.0626819315013,Northbound Crowchild Trail at University Drive NW,Two vehicle incident.,06/28/2017 05:41:59 PM,06/28/2017 05:53:33 PM,NW,-114.117945051567,51.0626819315013,"(51.0626819315013, -114.117945051567)",1
-114.106185996465,51.1534029710137,Northbound Beddington Trail and Hidden Valley Li NW,Two vehicle incident.,06/28/2017 08:49:34 PM,06/28/2017 09:13:53 PM,NW,-114.106185996465,51.1534029710137,"(51.1534029710137, -114.106185996465)",6
-113.989607026833,51.0955687653163,Westbound McKnight Boulevard at Metis Trail NE,Debris on the road. Drive with caution,06/29/2017 06:18:11 AM,06/29/2017 06:23:47 AM,NW,-113.989607026833,51.0955687653163,"(51.0955687653163, -113.989607026833)",7
-113.955535479872,50.9505525922641,114 Avenue at 54 Street SE,Two vehicle incident.,06/29/2017 07:46:52 AM,06/29/2017 07:49:31 AM,SE,-113.955535479872,50.9505525922641,"(50.9505525922641, -113.955535479872)",1
-114.189171490387,51.0815034155091,Westbound 16 Avenue at Sarcee Trail NW,Two vehicle incident.,06/29/2017 10:06:07 AM,06/29/2017 10:11:43 AM,NW,-114.189171490387,51.0815034155091,"(51.0815034155091, -114.189171490387)",9
-114.08590286541,51.0540504379872,10 Street at 2 Avenue NW,Traffic signals are flashing red. Drive with caution.,06/29/2017 10:09:52 AM,06/29/2017 10:11:43 AM,NW,-114.08590286541,51.0540504379872,"(51.0540504379872, -114.08590286541)",4
-114.170349642145,51.1518054632903,Northbound Sarcee Trail at Stoney Trail NW,Multi-vehicle incident.,06/29/2017 10:42:53 AM,06/29/2017 10:47:18 AM,NW,-114.170349642145,51.1518054632903,"(51.1518054632903, -114.170349642145)",10
-114.123141193355,51.1542476416392,Eastbound Stoney Trail at Beddington Trail NW,Single vehicle incident.,06/29/2017 11:45:37 AM,06/29/2017 11:47:26 AM,NW,-114.123141193355,51.1542476416392,"(51.1542476416392, -114.123141193355)",6
-114.028551292521,51.0673798693422,Southbound Deerfoot Trail at 16 Avenue NE,Stalled vehicle. On the right shoulder.,06/29/2017 12:00:31 PM,06/29/2017 12:23:06 PM,NE,-114.028551292521,51.0673798693422,"(51.0673798693422, -114.028551292521)",85
-114.139741444132,51.0377996853001,17 Avenue at 36 Street SW,Multi-vehicle incident.,06/29/2017 12:53:30 PM,06/29/2017 12:54:54 PM,SW,-114.139741444132,51.0377996853001,"(51.0377996853001, -114.139741444132)",1
-113.961937084303,50.9796424341637,Northbound 52 Street approaching Glenmore Trail SE,Two vehicle incident. Blocking the right lane.,06/29/2017 01:04:28 PM,06/29/2017 01:07:12 PM,SE,-113.961937084303,50.9796424341637,"(50.9796424341637, -113.961937084303)",12
-114.119444842227,51.0744303064741,Southbound Crowchild Trail at 24 Avenue NW,Two vehicle incident.,06/29/2017 01:49:13 PM,06/29/2017 01:50:46 PM,NW,-114.119444842227,51.0744303064741,"(51.0744303064741, -114.119444842227)",19
-113.958953905887,51.0858877075608,Southbound 52 Street and Whitehorn Drive NE,Multi-vehicle incident.,06/29/2017 02:03:14 PM,06/29/2017 02:23:02 PM,NE,-113.958953905887,51.0858877075608,"(51.0858877075608, -113.958953905887)",10
-114.198346395467,51.1242553222774,Nose Hill Drive and Ranchlands Boulevard NW,Two vehicle incident.,06/29/2017 02:16:37 PM,06/29/2017 02:23:02 PM,NW,-114.198346395467,51.1242553222774,"(51.1242553222774, -114.198346395467)",4
-114.152734549261,51.1001944351718,Westbound Shaganappi Trail to Northbound Crowchild Trail NW,Two vehicle incident.,06/29/2017 02:23:15 PM,06/29/2017 02:54:29 PM,NW,-114.152734549261,51.1001944351718,"(51.1001944351718, -114.152734549261)",18
-113.981942088455,51.0912096466307,Northbound 36 Street at 44 Avenue NE,Two vehicle incident.,06/29/2017 02:29:13 PM,06/29/2017 02:54:29 PM,NE,-113.981942088455,51.0912096466307,"(51.0912096466307, -113.981942088455)",6
-114.203240843777,51.1196837849704,Southbound Nose Hill Drive at Crowchild Trail NW,Multi-vehicle incident. Blocking the right lane.,06/29/2017 02:51:38 PM,06/29/2017 02:54:29 PM,NW,-114.203240843777,51.1196837849704,"(51.1196837849704, -114.203240843777)",10
-114.056911752152,50.9939810922884,Glenmore Trail and Blackfoot Trail SE,Two vehicle incident.,06/29/2017 02:47:54 PM,06/29/2017 02:54:29 PM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",27
-114.056911752152,50.9939810922884,Eastbound Glenmore Trail and Blackfoot Trail SE,Two vehicle incident. Blocking the right lane.,06/29/2017 02:47:54 PM,06/29/2017 03:24:22 PM,SE,-114.056911752152,50.9939810922884,"(50.9939810922884, -114.056911752152)",27
-114.005256240554,51.01500137989,Southbound Deerfoot Trail at Peigan Trail SE,Two vehicle incident.,06/29/2017 03:48:43 PM,06/29/2017 03:53:46 PM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",53
-114.053213586233,51.0442827751913,9 Avenue and 4 Street SE,Two vehicle incident.,06/29/2017 03:42:33 PM,06/29/2017 03:53:46 PM,SE,-114.053213586233,51.0442827751913,"(51.0442827751913, -114.053213586233)",5
-114.060865354694,51.0413575562084,12 Avenue and 1 Street SE,Two vehicle incident. In the intersection.,06/29/2017 04:53:01 PM,06/29/2017 04:54:06 PM,SE,-114.060865354694,51.0413575562084,"(51.0413575562084, -114.060865354694)",5
-114.005256240554,51.01500137989,Southbound Deerfoot Trail and Peigan Trail SE,Two vehicle incident.,06/29/2017 05:27:40 PM,06/29/2017 05:33:46 PM,SE,-114.005256240554,51.01500137989,"(51.01500137989, -114.005256240554)",53
-114.019434255636,51.0488598764172,Northbound Deerfoot Trail and Memorial Drive SE,Two vehicle incident. In the left lane.,06/29/2017 05:31:54 PM,06/29/2017 05:33:46 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",79
-113.956618454842,51.0551184688916,52 Street at 4 Avenue NE,Multi-vehicle incident.,06/29/2017 05:59:15 PM,06/29/2017 06:07:39 PM,NE,-113.956618454842,51.0551184688916,"(51.0551184688916, -113.956618454842)",2
-114.01402450449,51.0670373103186,16 Avenue at 19 Street NE,Single vehicle incident.,06/29/2017 06:28:41 PM,06/29/2017 06:29:20 PM,NE,-114.01402450449,51.0670373103186,"(51.0670373103186, -114.01402450449)",13
-114.008611991531,51.0370350874538,Southbound Deerfoot Trail at 17 Avenue SE,Two vehicle incident.,06/29/2017 06:57:04 PM,06/29/2017 07:25:07 PM,SE,-114.008611991531,51.0370350874538,"(51.0370350874538, -114.008611991531)",47
-113.966473059675,51.108405588709,Westwinds Drive and Castleridge Drive NE,Multi-vehicle incident.,06/29/2017 07:34:35 PM,06/29/2017 07:35:42 PM,NE,-113.966473059675,51.108405588709,"(51.108405588709, -113.966473059675)",1
-114.063558588776,51.0378322336064,17 Avenue and Centre Street S,Single vehicle incident.,06/29/2017 08:13:04 PM,06/29/2017 08:14:18 PM,SW,-114.063558588776,51.0378322336064,"(51.0378322336064, -114.063558588776)",2
-114.019434255636,51.0488598764172,Westbound Memorial Drive at Deerfoot Trail SE,Multi-vehicle incident.,06/29/2017 09:32:55 PM,06/29/2017 09:35:20 PM,SE,-114.019434255636,51.0488598764172,"(51.0488598764172, -114.019434255636)",79
-114.069321455103,51.1424884257709,Harvest Hills Boulevard and 96 Avenue NE,Single vehicle incident.,06/29/2017 11:00:42 PM,06/29/2017 11:01:51 PM,NE,-114.069321455103,51.1424884257709,"(51.1424884257709, -114.069321455103)",5
